OBJECTID,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,SHAPE_Length,SHAPE_Area
218,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{90CE7F10-3242-404C-BFC4-FE37642229FE},234,CUVA,Lands - http://landsnet.nps.gov/tractsnet/documents/CUVA/Metadata/cuva_metadata.xml,Cuyahoga Valley National Park,2023/10/31 00:00:00+00,OH,MW,1066328,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225690,Cuyahoga Valley,287879.398552848,234734496.258225
219,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{7721041E-61F4-4E86-84DB-6F55667DD51F},235,BRVB,Lands - http://landsnet.nps.gov/tractsnet/documents/BRVB/Metadata/brvb_metadata.xml,Brown v. Board of Education National Historical Park,2024/03/18 00:00:00+00,KS,MW,2510335,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048389,Brown V Board Of Education,896.492494082232,22186.0762408076
220,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{4AAF0A21-E388-4D7A-99CC-6914B81287F2},236,APIS,Lands - http://landsnet.nps.gov/tractsnet/documents/APIS/Metadata/apis_metadata.xml,Apostle Islands National Lakeshore,2017/08/25 00:00:00+00,WI,MW,1581059,National Lakeshore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221817,Apostle Islands,491129.225110402,632060717.194061
221,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{559A2194-2A87-4BD9-80C5-821D77B4A764},237,FILA,Lands - http://landsnet.nps.gov/tractsnet/documents/FILA/Metadata/fila_metadata.xml,First Ladies National Historic Site,2018/11/20 00:00:00+00,OH,MW,2035610,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2203269,First Ladies,357.620782199096,3210.14240795594
222,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{BFF39D45-B68B-4EE3-A29F-136CF205ACDA},239,NIOB,Lands - http://landsnet.nps.gov/tractsnet/documents/NIOB/Metadata/niob_metadata.xml,Niobrara National Scenic River,2021/07/09 00:00:00+00,NE,MW,1888949,National Wild & Scenic River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2210709,Niobrara,385613.771805103,218507564.913156
223,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{6AC78672-5C9E-4533-982D-ED4D96FB9446},241,IATR,Lands - http://landsnet.nps.gov/tractsnet/documents/IATR/Metadata/iatr_metadata.xml,Ice Age National Scenic Trail,2023/12/14 00:00:00+00,WI,MW,2733461,National Scenic Trail,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048397,Ice Age,10243.7389370052,1775403.62742957
224,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{9F2C7143-D1EA-47AD-80D5-61B8E2A8E8EE},243,EFMO,Lands - http://landsnet.nps.gov/tractsnet/documents/EFMO/Metadata/efmo_metadata.xml,Effigy Mounds National Monument,2019/08/19 00:00:00+00,IA,MW,456249,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048392,Effigy Mounds,44137.5857804367,18954013.4771583
225,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{9625EC65-8D81-433C-8A61-C3DAF913F82A},244,DAAV,Lands - http://landsnet.nps.gov/tractsnet/documents/DAAV/Metadata/daav_metadata.xml,Dayton Aviation Heritage National Historical Park,2013/05/30 00:00:00+00,OH,MW,1083940,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2196729,Dayton Aviation Heritage,6679.67604106536,779956.288443538
226,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{67EB0CA6-C2B0-4C4F-98CE-E35DE18BA157},246,FOLS,Lands - http://landsnet.nps.gov/tractsnet/documents/FOLS/Metadata/fols_metadata.xml,Fort Larned National Historic Site,2010/07/28 00:00:00+00,KS,MW,475845,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165328,Fort Larned,12380.5538116785,4625403.87212592
227,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{3054DBE6-F3C7-49B7-8736-564B71F25253},247,NICO,Lands - http://landsnet.nps.gov/tractsnet/documents/NICO/Metadata/nico_metadata.xml,Nicodemus National Historic Site,2024/03/18 00:00:00+00,KS,MW,2733440,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2182235,Nicodemus,1870.159966051,38671.1997782624
228,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{651F9CD7-7FEE-452C-8026-BA7A860E5996},248,FOSC,Lands - http://landsnet.nps.gov/tractsnet/documents/FOSC/Metadata/fosc_metadata.xml,Fort Scott National Historic Site,2019/05/02 00:00:00+00,KS,MW,480986,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166414,Fort Scott,1717.18196965436,132981.268708938
229,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{A8D6A847-E247-4A4B-9D73-2AC37D7A09AA},249,TAPR,Lands - http://landsnet.nps.gov/tractsnet/documents/TAPR/Metadata/tapr_metadata.xml,Tallgrass Prairie National Preserve,2016/01/14 00:00:00+00,KS,MW,1888965,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048190,Tallgrass Prairie,49657.0635874929,71990800.1230349
230,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{632DD9FB-61A3-4EAB-AEBA-843D92755A24},250,GWCA,Lands - http://landsnet.nps.gov/tractsnet/documents/GWCA/Metadata/gwca_metadata.xml,George Washington Carver National Monument,2018/11/30 00:00:00+00,MO,MW,718402,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048161,George Washington Carver,5054.57241703589,1530092.90324049
231,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{B5CBE304-73CE-4132-B353-F9ECFF694B1E},251,WICL,Lands - http://landsnet.nps.gov/tractsnet/documents/WICL/Metadata/wicl_metadata.xml,President William Jefferson Clinton Birthplace Home National Historic Site,2018/07/24 00:00:00+00,AR,MW,2733433,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2169653,President William Jefferson Clinton Birthplace Home,307.894329716029,3372.28249785349
232,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{E2DDAB7E-1E16-4D50-AD09-50DDAF1E7F27},252,WICR,Lands - http://landsnet.nps.gov/tractsnet/documents/WICR/Metadata/wicr_metadata.xml,Wilson's Creek National Battlefield,2022/08/26 09:32:14+00,MO,MW,735922,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048197,Wilson's Creek,20400.9414827085,15564685.5656081
233,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{0E26155A-E020-4731-BFAF-89AA558F2AFE},253,JAGA,Lands - http://landsnet.nps.gov/tractsnet/documents/JAGA/Metadata/jaga_metadata.xml,James A. Garfield National Historic Site,2010/09/07 00:00:00+00,OH,MW,1888932,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166418,James A Garfield,1039.26366595302,56656.2462263331
234,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{3A003F60-89BF-424E-A2B7-D6EEFA529D4E},254,KEWE,Lands - http://landsnet.nps.gov/tractsnet/documents/KEWE/Metadata/kewe_metadata.xml,Keweenaw National Historical Park,2017/09/19 00:00:00+00,MI,MW,1888937,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2174270,Keweenaw,30353.9084722276,16297962.7054528
235,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{B6BDBC46-3EF8-476D-8737-D0FD5B438481},255,GRPO,Lands - http://landsnet.nps.gov/tractsnet/documents/GRPO/Metadata/grpo_metadata.xml,Grand Portage National Monument,2009/12/14 00:00:00+00,MN,MW,644333,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049054,Grand Portage,46692.8451611452,6395838.42939779
236,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{0DC4BDC9-17EF-471E-A298-0380508110B1},256,HSTR,Lands - http://landsnet.nps.gov/tractsnet/documents/HSTR/Metadata/hstr_metadata.xml,Harry S Truman National Historic Site,2022/12/28 14:07:04+00,MO,MW,2463113,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2185776,Harry S Truman,2131.37232445939,90718.2374805154
237,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{18D43EFB-D4DC-4097-A1E5-91452B1E7FEB},257,HEHO,Lands - http://landsnet.nps.gov/tractsnet/documents/HEHO/Metadata/heho_metadata.xml,Herbert Hoover National Historic Site,2019/06/30 00:00:00+00,IA,MW,457629,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2188824,Herbert Hoover,5325.09908447762,1357394.57926813
238,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{73FA0CE1-7E1C-4CBF-AAD9-02754FC564ED},258,INDU,Lands - http://landsnet.nps.gov/tractsnet/documents/INDU/Metadata/indu_metadata.xml,Indiana Dunes National Park,2024/03/18 00:00:00+00,IN,MW,446903,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225696,Indiana Dunes,270316.104962288,117874192.789811
239,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{7A8626BF-926A-42FC-AE78-E7EF250B75EB},259,HOME,Lands - http://landsnet.nps.gov/tractsnet/documents/HOME/Metadata/home_metadata.xml,Homestead National Historical Park,2017/12/14 00:00:00+00,NE,MW,830099,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048166,Homestead,7913.36393776027,1491929.30114213
240,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{07CB3A29-4980-4325-AAF8-3953B6875890},260,ISRO,Lands - http://landsnet.nps.gov/tractsnet/documents/isro/Metadata/isro_metadata.xml,Isle Royale National Park,2023/09/22 09:18:57+00,MI,MW,1616980,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2301125,Isle Royale,346182.299147266,4985801155.37839
241,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{8B66FE01-D35A-4716-8E2A-4FE2C8D42ACD},261,PIRO,Lands - http://landsnet.nps.gov/tractsnet/documents/PIRO/Metadata/piro_metadata.xml,Pictured Rocks National Lakeshore,2020/09/15 00:00:00+00,MI,MW,634820,National Lakeshore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048185,Pictured Rocks,234953.309595795,630282402.20011
242,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{9C74FF5F-4913-4D61-9ED2-E6E305F1DA2C},262,RIRA,Lands - http://landsnet.nps.gov/tractsnet/documents/RIRA/Metadata/rira_metadata.xml,River Raisin National Battlefield Park,2018/02/27 00:00:00+00,MI,MW,2733434,National Battlefield Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221825,River Raisin,2434.0699825586,307034.414202913
243,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{3C12E085-6DE8-467C-8C82-87026F6A6D35},263,LECL,Lands - http://landsnet.nps.gov/tractsnet/documents/LECL/Metadata/lecl_metadata.xml,Lewis and Clark National Historic Trail,2017/01/13 00:00:00+00,IL,MW,2733427,National Trails System,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048008,Lewis and Clark,3496.82439126553,564370.767910067
244,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{D1C8A703-2E9A-43E6-9C03-7DDE563FA14B},264,RRBH,Lands - http://landsnet.nps.gov/tractsnet/documents/RRBH/Metadata/rrbh_metadata.xml,Ronald Reagan Boyhood Home National Historic Site,2013/01/03 00:00:00+00,IL,MW,2733441,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2192766,Ronald Reagan Boyhood Home,490.520182844926,7381.06792778989
245,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{AC5A9E53-B921-469B-970A-50EB9552ADC4},265,LIBO,Lands - http://landsnet.nps.gov/tractsnet/documents/LIBO/Metadata/libo_metadata.xml,Lincoln Boyhood National Memorial,2016/03/03 00:00:00+00,IN,MW,446882,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2218474,Lincoln Boyhood,5424.29615334871,1310293.04683571
246,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{FFB48D96-DC1C-4E84-B28E-F06EAAA9E0B9},266,JEFF,Lands - http://landsnet.nps.gov/tractsnet/documents/JEFF/Metadata/jeff_metadata.xml,Gateway Arch National Park,2010/10/28 00:00:00+00,IL,MW,765817,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171833,Gateway Arch,9270.23040291534,1290994.16383916
247,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{5B7F6EAA-7775-4EC1-AAC8-CBA5E1F2C2E8},267,GERO,Lands - http://landsnet.nps.gov/tractsnet/documents/GERO/Metadata/gero_metadata.xml,George Rogers Clark National Historical Park,2010/08/18 00:00:00+00,IN,MW,447197,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2180622,George Rogers Clark,2367.45137849474,161979.486910199
248,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{BE184803-91F1-4F05-A5C9-7B00E69D3479},268,LIHO,Lands - http://landsnet.nps.gov/tractsnet/documents/LIHO/Metadata/liho_metadata.xml,Lincoln Home National Historic Site,2017/06/06 00:00:00+00,IL,MW,1821086,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048176,Lincoln Home,1213.33093493243,93771.6824405755
249,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{647F0BEB-3D60-4013-B87D-8897CF6052DF},269,OZAR,Lands - http://landsnet.nps.gov/tractsnet/documents/OZAR/Metadata/ozar_metadata.xml,Ozark National Scenic Riverways,2022/08/26 09:55:50+00,MO,MW,751466,National River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194487,Ozark,549290.245243991,525270475.060521
250,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{AF2B02E6-0BBF-4B32-98D9-58A09E9C523C},270,SCBL,Lands - http://landsnet.nps.gov/tractsnet/documents/SCBL/Metadata/scbl_metadata.xml,Scotts Bluff National Monument,2012/08/13 00:00:00+00,NE,MW,833315,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2188825,Scotts Bluff,24943.7601820775,23469485.3437887
251,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{86F78437-1843-492C-AC34-535738E8A58E},271,AGFO,Lands - http://landsnet.nps.gov/tractsnet/documents/AGFO/Metadata/agfo_metadata.xml,Agate Fossil Beds National Monument,2012/11/27 00:00:00+00,NE,MW,826917,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2192756,Agate Fossil Beds,35522.3096370179,22628044.3577788
252,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{5923B998-6017-4A87-BBF0-1EC642F8C999},272,HOCU,Lands - http://landsnet.nps.gov/tractsnet/documents/HOCU/Metadata/hocu_metadata.xml,Hopewell Culture National Historical Park,2019/07/10 00:00:00+00,OH,MW,1888931,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2188826,Hopewell Culture,40884.8136953245,12116307.1987747
253,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{BDB0A261-5851-430E-8DF1-E030D8052884},273,PEVI,Lands - http://landsnet.nps.gov/tractsnet/documents/PEVI/Metadata/pevi_metadata.xml,Perry's Victory and International Peace Memorial,2010/09/01 00:00:00+00,OH,MW,1082175,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166417,Perry's Victory & International Peace,2504.75019939667,194081.438127678
254,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{A4E0304A-5182-4BAF-881C-8A8A6B69E36E},274,WIHO,Lands - http://landsnet.nps.gov/tractsnet/documents/WIHO/Metadata/wiho_metadata.xml,William Howard Taft National Historic Site,2019/08/23 00:00:00+00,OH,MW,1888973,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165598,William Howard Taft,795.26147048915,24572.0286245162
255,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{A27ADF0D-3972-4E62-AED3-EDBCC69381BC},275,PIPE,Lands - http://landsnet.nps.gov/tractsnet/documents/PIPE/Metadata/pipe_metadata.xml,Pipestone National Monument,2022/08/30 12:32:54+00,MN,MW,649530,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166448,Pipestone,7612.00662895464,2364452.72740089
256,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{1C1C3800-8225-4EB9-8410-7686BF0BF0DC},276,SACN,Lands - http://landsnet.nps.gov/tractsnet/documents/SACN/Metadata/sacn_metadata.xml,Saint Croix National Scenic Riverway,2023/07/28 10:03:46+00,MN,MW,1888958,National Wild & Scenic River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223253,Saint Croix,998633.684977891,590858889.605664
257,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{76B9B562-BBE7-4975-A866-A2EC27F0F305},277,MISS,Lands - http://landsnet.nps.gov/tractsnet/documents/MISS/Metadata/miss_metadata.xml,Mississippi National River and Recreation Area,2018/05/10 00:00:00+00,MN,MW,1888944,National River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2253817,Mississippi,379445.166059279,433802093.132738
258,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{392A4F3D-DB57-481A-A792-9DE1E2AD98B4},278,LOSA,Lands - http://landsnet.nps.gov/tractsnet/documents/LOSA/Metadata/losa_metadata.xml,Lower Saint Croix National Scenic Riverway,2022/04/18 00:00:00+00,MN,MW,2738286,National Wild & Scenic River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223247,Lower Saint Croix,149384.158681799,92270909.9338273
259,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{B67169AC-FFC6-4CB2-9B6C-688BFB7B3037},279,SLBE,Lands - http://landsnet.nps.gov/tractsnet/documents/SLBE/Metadata/slbe_metadata.xml,Sleeping Bear Dunes National Lakeshore,2023/12/08 00:00:00+00,MI,MW,638101,National Lakeshore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2272027,Sleeping Bear Dunes,345192.57146906,570416637.477641
260,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{EEE55877-5BE6-4483-9E27-01D9779BD83F},280,ULSG,Lands - http://landsnet.nps.gov/tractsnet/documents/ULSG/Metadata/ulsg_metadata.xml,Ulysses S. Grant National Historic Site,2008/07/01 00:00:00+00,MO,MW,2733425,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048194,Ulysses S Grant,1054.31060399883,65455.1832837728
261,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{3B73647A-3595-4449-A5DB-F5506A2A5C75},281,VOYA,Lands - http://landsnet.nps.gov/tractsnet/documents/VOYA/Metadata/voya_metadata.xml,Voyageurs National Park,2016/08/15 00:00:00+00,MN,MW,660491,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224529,Voyageurs,383313.927385948,1884045707.83406
262,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{C9E7FAEF-0F19-4C36-A593-BDEF7E73AE68},282,MIMI,Lands - http://landsnet.nps.gov/tractsnet/documents/MIMI/Metadata/mimi_metadata.xml,Minuteman Missile National Historic Site,2020/02/03 00:00:00+00,SD,MW,2733442,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2208028,Minuteman Missile,5491.88024363269,339067.443307664
263,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{EB4FC33E-BE12-4BD8-9324-8F9626417649},283,BITH,Lands - http://landsnet.nps.gov/tractsnet/documents/BITH/Metadata/bith_metadata.xml,Big Thicket National Preserve,2023/12/14 00:00:00+00,TX,IM,1888902,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239597,Big Thicket,1142444.95727128,617770111.71442
264,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{479A505F-9215-4461-94AC-2F65618A3248},284,CARI,Lands - http://landsnet.nps.gov/tractsnet/documents/CARI/Metadata/cari_metadata.xml,Cane River Creole National Historical Park,2009/07/28 00:00:00+00,LA,SE,2733428,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047922,Cane River Creole,6188.26910295934,1153290.89888417
265,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{669736F8-0B81-4DB2-8AF5-7E10A501277A},285,JAZZ,Lands - http://landsnet.nps.gov/tractsnet/documents/JAZZ/Metadata/jazz_metadata.xml,New Orleans Jazz National Historical Park,2017/11/08 00:00:00+00,LA,SE,2035602,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2249523,New Orleans Jazz,836.710354770351,28904.261039534
266,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{9237F278-1D0E-4B91-B602-6CE7BC386C09},286,AMIS,Lands - http://landsnet.nps.gov/tractsnet/documents/AMIS/Metadata/amis_metadata.xml,Amistad National Recreation Area,2023/12/14 00:00:00+00,TX,IM,1329499,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2266792,Amistad,1253949.20269539,330976331.034771
267,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{61507415-06E4-43B6-95C9-6CF4A8724890},287,ARPO,Lands - http://landsnet.nps.gov/tractsnet/documents/ARPO/Metadata/arpo_metadata.xml,Arkansas Post National Memorial,2010/12/13 00:00:00+00,AR,MW,2733432,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2167744,Arkansas Post,14849.872488267,4505848.7353557
268,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{AE6D281A-63BF-4CE0-995B-A9C40CBFDEEA},288,BAND,Lands - http://landsnet.nps.gov/tractsnet/documents/BAND/Metadata/band_metadata.xml,Bandelier National Monument,2024/03/13 00:00:00+00,NM,IM,928874,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194464,Bandelier,96206.6080632495,208649664.271604
269,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{1FC3C34F-24FB-465D-A800-EAA365AB7A16},289,BIBE,Lands - http://landsnet.nps.gov/tractsnet/documents/BIBE/Metadata/bibe_metadata.xml,Big Bend National Park,2018/01/09 00:00:00+00,TX,IM,1377082,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239592,Big Bend,462145.817729528,4329893757.47735
270,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{13A7C9BE-BBE0-4F31-BF1D-3DF7F3CDC074},290,CAVO,Lands - http://landsnet.nps.gov/tractsnet/documents/CAVO/Metadata/cavo_metadata.xml,Capulin Volcano National Monument,2004/07/22 00:00:00+00,NM,IM,936867,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047927,Capulin Volcano,10529.5706523905,4997144.04183274
271,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{9D71EB5A-2AA1-4059-BDC5-F0B2033946F9},291,CAVE,Lands - http://landsnet.nps.gov/tractsnet/documents/CAVE/Metadata/cave_metadata.xml,Carlsbad Caverns National Park,2017/06/22 00:00:00+00,NM,IM,904780,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047926,Carlsbad Caverns,116427.046438413,264914338.159333
272,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{611D2ACC-B8A8-4780-921C-BABD62670A7B},292,GUMO,Lands - http://landsnet.nps.gov/tractsnet/documents/GUMO/Metadata/gumo_metadata.xml,Guadalupe Mountains National Park,2023/03/15 14:00:07+00,TX,IM,1377201,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2167742,Guadalupe Mountains,134372.172681475,491447344.41675
273,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{98C24A09-5BF1-4778-B34B-BBB78DCB888F},293,CHAM,Lands - http://landsnet.nps.gov/tractsnet/documents/CHAM/Metadata/cham_metadata.xml,Chamizal National Memorial,2008/05/20 00:00:00+00,TX,IM,1888906,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047931,Chamizal,2288.42458875358,306416.696001101
274,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{28670865-8D6E-44D1-B796-E78E1557C65F},294,FODA,Lands - http://landsnet.nps.gov/tractsnet/documents/FODA/Metadata/foda_metadata.xml,Fort Davis National Historic Site,2018/04/27 00:00:00+00,TX,IM,1357585,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2182229,Fort Davis,9180.19846933226,2836614.08699331
